id,fio,flat_id,move_in_date,move_out_date
1707,Миронова Полина Андреевна,255,2022-08-31,2077-01-01
1708,Петухов Кирилл Иванович,255,2022-09-30,2077-01-01
1709,Осипов Денис Александрович,255,2022-10-30,2077-01-01
1710,Громов Никита Александрович,255,2022-11-29,2077-01-01
1711,Соловьёв Александр Алексеевич,238,2024-11-17,2077-01-01
1712,Анисимова Наталья Михайловна,798,2024-10-11,2077-01-01
1713,Громов Кирилл Владимирович,798,2024-11-10,2077-01-01
1714,Белоусова Анастасия Петровна,368,2022-12-19,2077-01-01
1715,Соловьёв Марк Алексеевич,368,2023-01-18,2077-01-01
1716,Морозова Александра Александровна,368,2023-02-17,2077-01-01
1717,Фролов Денис Павлович,127,2024-01-18,2077-01-01
1718,Суханова Дарья Николаевна,127,2024-02-17,2077-01-01
1719,Андреева Галина Николаевна,127,2024-03-18,2077-01-01
1720,Макарова Надежда Сергеевна,127,2024-04-17,2077-01-01
1721,Большакова Варвара Ивановна,294,2024-06-03,2077-01-01
1722,Петухова Вера Ивановна,914,2024-02-01,2077-01-01
1723,Калинина Виктория Ивановна,914,2024-03-02,2077-01-01
1724,Петухов Владимир Евгеньевич,251,2024-01-15,2077-01-01
1725,Коновалова Алёна Михайловна,251,2024-02-14,2077-01-01
1726,Казакова Анна Владимировна,251,2024-03-15,2077-01-01
1727,Миронова Людмила Петровна,57,2021-09-04,2077-01-01
1728,Воробьёв Варвара Дмитриевна,57,2021-10-04,2077-01-01
1729,Фёдорова Анастасия Александровна,57,2021-11-03,2077-01-01
1730,Кудрявцев Тимофей Владимирович,57,2021-12-03,2077-01-01
1731,Баранова Светлана Николаевна,29,2021-05-09,2077-01-01
1732,Сергеев Роман Андреевич,146,2024-08-20,2077-01-01
1733,Куликова Дарья Павловна,146,2024-09-19,2077-01-01
1734,Анисимова Полина Александровна,827,2024-07-05,2077-01-01
1735,Пономарёв Елена Михайловна,827,2024-08-04,2077-01-01
1736,Лебедев Олег Александрович,827,2024-09-03,2077-01-01
1737,Калинина Людмила Евгеньевна,27,2024-01-16,2077-01-01
1738,Соболева Кристина Николаевна,27,2024-02-15,2077-01-01
1739,Сергеев Матвей Иванович,27,2024-03-16,2077-01-01
1740,Маркова Алёна Петровна,27,2024-04-15,2077-01-01
1741,Ильин Виктор Михайлович,270,2023-12-15,2077-01-01
1742,Никитин Руслан Сергеевич,730,2022-01-22,2077-01-01
1743,Николаева Варвара Евгеньевна,730,2022-02-21,2077-01-01
1744,Дорофеев Артём Николаевич,921,2023-11-19,2077-01-01
1745,Егоров Игорь Николаевич,921,2023-12-19,2077-01-01
1746,Цветков Олег Павлович,921,2024-01-18,2077-01-01
1747,Ширяев Марк Павлович,791,2022-03-06,2077-01-01
1748,Миронов Денис Сергеевич,791,2022-04-05,2077-01-01
1749,Лебедев Марк Евгеньевич,791,2022-05-05,2077-01-01
1750,Макарова Марина Сергеевна,791,2022-06-04,2077-01-01
1751,Волкова Полина Сергеевна,54,2020-12-28,2077-01-01
1752,Соколова Полина Александровна,299,2022-09-10,2077-01-01
1753,Алексеев Матвей Павлович,299,2022-10-10,2077-01-01
1754,Титов Роман Алексеевич,215,2023-01-01,2077-01-01
1755,Алексеев Александр Михайлович,215,2023-01-31,2077-01-01
1756,Беляева Екатерина Павловна,215,2023-03-02,2077-01-01
1757,Николаев Игорь Иванович,903,2024-04-03,2077-01-01
1758,Васильев Иван Николаевич,903,2024-05-03,2077-01-01
1759,Жуков Сергей Дмитриевич,903,2024-06-02,2077-01-01
1760,Кузнецова Людмила Алексеевна,903,2024-07-02,2077-01-01
1761,Киселёв Александр Петрович,228,2023-12-01,2077-01-01
1762,Боброва Мария Петровна,240,2023-10-09,2077-01-01
1763,Сидорова Светлана Сергеевна,240,2023-11-08,2077-01-01
1764,Королёв Надежда Павловна,342,2022-06-28,2077-01-01
1765,Ильина Наталья Сергеевна,342,2022-07-28,2077-01-01
1766,Новиков Матвей Петрович,342,2022-08-27,2077-01-01
1767,Попова Мария Павловна,900,2022-05-10,2077-01-01
1768,Лебедев Дмитрий Петрович,900,2022-06-09,2077-01-01
1769,Герасимова Любовь Владимировна,900,2022-07-09,2077-01-01
1770,Иванова Наталья Дмитриевна,900,2022-08-08,2077-01-01
1771,Титова Елизавета Евгеньевна,437,2024-03-09,2077-01-01
1772,Баранов Евгений Андреевич,233,2023-02-11,2077-01-01
1773,Борисова Наталья Ивановна,233,2023-03-13,2077-01-01
1774,Тарасов Олег Евгеньевич,154,2021-08-23,2077-01-01
1775,Лебедев Виктор Николаевич,154,2021-09-22,2077-01-01
1776,Федотова Елизавета Ивановна,154,2021-10-22,2077-01-01
1777,Шестакова Александра Михайловна,582,2021-11-08,2077-01-01
1778,Степанова Мария Сергеевна,582,2021-12-08,2077-01-01
1779,Фролов Александр Андреевич,582,2022-01-07,2077-01-01
1780,Васильева Полина Дмитриевна,582,2022-02-06,2077-01-01
1781,Коновалов Павел Михайлович,559,2021-09-22,2077-01-01
1782,Попова Екатерина Андреевна,761,2022-03-25,2077-01-01
1783,Борисова Марина Алексеевна,761,2022-04-24,2077-01-01
1784,Суханова София Сергеевна,550,2020-12-09,2077-01-01
1785,Борисов Руслан Дмитриевич,550,2021-01-08,2077-01-01
1786,Филиппова Варвара Николаевна,550,2021-02-07,2077-01-01
1787,Петров Илья Алексеевич,524,2023-06-27,2077-01-01
1788,Журавлёв Никита Андреевич,524,2023-07-27,2077-01-01
1789,Степанов Кирилл Алексеевич,524,2023-08-26,2077-01-01
1790,Кудрявцев Николай Александрович,524,2023-09-25,2077-01-01
1791,Смирнов Никита Михайлович,390,2022-11-26,2077-01-01
1792,Жукова Валентина Николаевна,606,2022-04-10,2077-01-01
1793,Антонов Павел Павлович,606,2022-05-10,2077-01-01
1794,Алексеев Евгений Николаевич,539,2022-11-11,2077-01-01
1795,Степанова Александра Дмитриевна,539,2022-12-11,2077-01-01
1796,Макарова Варвара Николаевна,539,2023-01-10,2077-01-01
1797,Максимова Полина Михайловна,830,2024-07-12,2077-01-01
1798,Семёнов Олег Павлович,830,2024-08-11,2077-01-01
1799,Павлов Михаил Николаевич,830,2024-09-10,2077-01-01
1800,Осипова Юлия Петровна,830,2024-10-10,2077-01-01
1801,Зайцева Людмила Николаевна,42,2023-12-02,2077-01-01
1802,Журавлёв Сергей Михайлович,169,2024-07-30,2077-01-01
1803,Тарасова Дарья Ивановна,169,2024-08-29,2077-01-01
1804,Жуков Кирилл Александрович,794,2023-10-11,2077-01-01
1805,Бобров Александр Сергеевич,794,2023-11-10,2077-01-01
1806,Ефимов Константин Иванович,794,2023-12-10,2077-01-01
1807,Морозов Максим Евгеньевич,885,2023-09-15,2077-01-01
1808,Денисов Денис Сергеевич,885,2023-10-15,2077-01-01
1809,Петухова Виктория Павловна,885,2023-11-14,2077-01-01
1810,Морозов Максим Петрович,885,2023-12-14,2077-01-01
1811,Яковлев Артём Владимирович,444,2023-06-11,2077-01-01
1812,Егорова Юлия Михайловна,802,2022-05-21,2077-01-01
1813,Денисов Арсений Алексеевич,802,2022-06-20,2077-01-01
1814,Яковлев Арсений Сергеевич,332,2021-07-06,2077-01-01
1815,Киселёв Ирина Владимировна,332,2021-08-05,2077-01-01
1816,Ковалёв Екатерина Павловна,332,2021-09-04,2077-01-01
1817,Виноградова Елизавета Андреевна,688,2023-07-02,2077-01-01
1818,Тимофеев Сергей Михайлович,688,2023-08-01,2077-01-01
1819,Миронова Елизавета Александровна,688,2023-08-31,2077-01-01
1820,Козлов Егор Петрович,688,2023-09-30,2077-01-01
1821,Романова Валентина Андреевна,767,2024-05-24,2077-01-01
1822,Волков Матвей Владимирович,535,2022-05-19,2077-01-01
1823,Герасимов Виктор Александрович,535,2022-06-18,2077-01-01
1824,Васильева Надежда Ивановна,88,2023-01-31,2077-01-01
1825,Давыдов Виктор Владимирович,88,2023-03-02,2077-01-01
1826,Новиков Егор Дмитриевич,88,2023-04-01,2077-01-01
1827,Воробьёв Егор Иванович,814,2021-04-23,2077-01-01
1828,Дорофеева Татьяна Ивановна,814,2021-05-23,2077-01-01
1829,Ширяева Валентина Николаевна,814,2021-06-22,2077-01-01
1830,Фёдоров Михаил Дмитриевич,814,2021-07-22,2077-01-01
1831,Кузьмина Полина Михайловна,662,2023-02-04,2077-01-01
1832,Соболева Светлана Сергеевна,981,2024-04-01,2077-01-01
1833,Коновалова Александра Евгеньевна,981,2024-05-01,2077-01-01
1834,Никифоров Кирилл Павлович,109,2022-11-10,2077-01-01
1835,Сергеев Артём Евгеньевич,109,2022-12-10,2077-01-01
1836,Фомин Олег Алексеевич,109,2023-01-09,2077-01-01
1837,Воробьёв Тимофей Алексеевич,4,2023-12-13,2077-01-01
1838,Михайлова Людмила Алексеевна,4,2024-01-12,2077-01-01
1839,Рябов Николай Дмитриевич,4,2024-02-11,2077-01-01
1840,Захаров Иван Александрович,4,2024-03-12,2077-01-01
